,revenue,fuel_surcharge,accessorial_charges,driver_id,actual_distance_miles,actual_duration_hours,idle_time_hours,total_revenue,dispatch_date_year
77248,157.19,15.64,100,DRV00044,90,1.6,2.3,41.55,2024
77249,4507.02,565.38,0,DRV00150,3168,53.2,2.6,3941.6400000000003,2024
77250,1235.83,161.53,0,DRV00001,573,11.3,4.0,1074.3,2024
77251,128.34,15.64,150,DRV00066,97,1.6,3.8,-37.3,2024
77252,3058.41,314.64,0,DRV00088,1397,22.4,7.1,2743.77,2024
77253,3412.16,295.83,50,DRV00094,1653,28.3,4.1,3066.33,2024
77254,2083.06,209.79,150,DRV00060,794,14.0,5.0,1723.27,2024
77255,1048.31,161.53,0,DRV00094,568,11.0,4.7,886.78,2024
77256,2016.02,384.2,75,DRV00101,1153,21.1,4.7,1556.82,2024
77257,927.05,76.16,150,DRV00062,511,8.1,7.0,700.89,2024
77258,5631.4,453.91,0,DRV00056,2445,45.3,6.4,5177.49,2024
77259,3736.54,383.23,50,DRV00036,2155,41.9,10.1,3303.31,2024
77260,5991.99,891.82,75,DRV00061,2758,47.7,10.1,5025.17,2024
77261,1209.6,273.36,0,DRV00113,823,15.2,6.2,936.2399999999999,2024
77262,2715.08,295.83,100,DRV00030,1657,26.1,6.9,2319.25,2024
77263,3174.66,406.72,0,DRV00010,1363,22.0,10.4,2767.9399999999996,2024
77264,6392.3,499.18,0,DRV00148,2419,40.4,9.0,5893.12,2024
77265,1110.81,98.61,0,DRV00141,512,9.2,4.3,1012.1999999999999,2024
77266,1374.01,187.6,0,DRV00139,692,11.8,11.4,1186.41,2024
77267,2891.72,216.92,50,DRV00083,1330,21.9,9.3,2624.7999999999997,2024
77268,1860.43,344.12,0,DRV00065,1255,20.3,5.2,1516.31,2024
77269,411.73,40.08,200,DRV00006,174,2.8,9.1,171.65000000000003,2024
77270,3998.82,383.23,0,DRV00107,2093,39.7,8.0,3615.59,2024
77271,1435.8,185.6,0,DRV00059,683,11.1,3.5,1250.2,2024
77272,1849.77,384.2,50,DRV00078,1133,20.2,3.8,1415.57,2024
77273,3690.13,738.48,75,DRV00080,2234,42.9,10.3,2876.65,2024
77274,1650.68,189.0,75,DRV00051,664,11.4,4.3,1386.68,2024
77275,227.65,13.8,50,DRV00145,90,1.7,3.8,163.85,2024
77276,4151.77,454.74,0,DRV00064,1841,34.5,3.8,3697.0300000000007,2024
77277,2619.74,249.44,0,DRV00144,1536,29.9,4.2,2370.2999999999997,2024
77278,2309.0,419.43,100,DRV00122,1344,26.1,6.3,1789.57,2024
77279,4602.15,454.74,0,DRV00020,1839,34.4,10.7,4147.41,2024
77280,4041.82,309.24,0,DRV00014,1760,28.3,4.0,3732.58,2024
77281,1576.06,153.34,75,DRV00080,698,11.6,5.0,1347.72,2024
77282,747.88,86.46,50,DRV00084,272,4.5,11.1,611.42,2024
77283,2086.88,144.0,0,DRV00126,721,11.8,11.7,1942.88,2024
77284,3757.54,383.23,0,DRV00078,2131,33.7,10.2,3374.31,2024
77285,4026.25,314.64,150,DRV00044,1302,25.2,4.8,3561.61,2024
77286,1869.33,149.26,0,DRV00101,942,17.3,5.6,1720.07,2024
77287,1301.22,273.36,75,DRV00012,799,13.8,4.7,952.86,2024
77288,439.79,40.08,200,DRV00037,175,2.9,2.9,199.71000000000004,2024
77289,5520.78,472.14,0,DRV00148,2659,53.0,6.3,5048.639999999999,2024
77290,953.1,161.53,0,DRV00030,588,10.0,9.7,791.57,2024
77291,1412.97,170.88,200,DRV00125,754,13.6,6.8,1042.0900000000001,2024
77292,5241.57,792.88,75,DRV00105,2336,39.6,3.9,4373.69,2024
77293,221.97,13.8,75,DRV00004,93,1.8,11.4,133.17,2024
77294,1962.32,149.26,100,DRV00025,874,13.9,9.8,1713.06,2024
77295,4792.52,708.51,0,DRV00114,2147,35.5,5.1,4084.01,2024
77296,6236.48,453.91,0,DRV00053,2480,39.8,7.0,5782.57,2024
77297,1737.44,114.3,200,DRV00014,774,15.2,5.2,1423.14,2024
77298,3023.76,216.92,100,DRV00022,1290,24.6,2.5,2706.84,2024
77299,6093.53,814.37,200,DRV00071,2706,46.3,10.4,5079.16,2024
77300,5342.96,590.24,0,DRV00057,2233,38.7,10.8,4752.72,2024
77301,6594.08,463.93,0,DRV00101,2922,52.7,2.1,6130.15,2024
77302,5888.96,453.91,200,DRV00126,2430,41.2,2.8,5235.05,2024
77303,1207.62,273.36,0,DRV00150,863,13.7,5.9,934.2599999999999,2024
77305,842.7,131.28,200,DRV00101,580,10.8,2.3,511.4200000000001,2024
77306,2399.25,249.44,200,DRV00119,1645,27.4,7.5,1949.81,2024
77307,141.83,15.64,100,DRV00142,95,1.6,2.3,26.190000000000012,2024
77308,2914.61,228.76,0,DRV00028,1250,21.8,9.5,2685.8500000000004,2024
77309,1627.32,153.34,50,DRV00128,714,13.0,9.9,1423.98,2024
77310,2377.91,344.12,0,DRV00050,1311,24.6,2.8,2033.79,2024
77311,1060.07,128.63,50,DRV00114,720,12.4,5.4,881.4399999999999,2024
77312,4194.11,451.8,100,DRV00044,2287,36.0,7.4,3642.3099999999995,2024
77313,1283.6,141.33,50,DRV00044,719,11.2,10.1,1092.27,2024
77314,2115.47,276.3,50,DRV00010,908,16.5,11.8,1789.1699999999998,2024
77315,1219.82,185.6,150,DRV00028,629,12.2,2.1,884.2199999999999,2024
77316,4462.36,537.81,200,DRV00103,2559,43.0,6.0,3724.5499999999997,2024
77318,3225.16,555.52,100,DRV00041,2142,35.6,2.1,2569.64,2024
77319,4434.2,565.38,100,DRV00064,3361,57.3,5.3,3768.8199999999997,2024
77320,1054.99,76.16,0,DRV00112,469,8.6,11.0,978.83,2024
77321,6371.34,891.82,100,DRV00029,2614,49.7,4.9,5379.52,2024
77322,4715.19,564.72,0,DRV00109,2142,34.7,3.7,4150.469999999999,2024
77323,974.96,141.33,200,DRV00099,686,11.2,4.1,633.63,2024
77324,1507.34,153.34,200,DRV00150,693,11.5,2.9,1154.0,2024
77325,3405.82,738.48,0,DRV00133,2315,39.7,11.2,2667.34,2024
77326,6639.84,463.93,50,DRV00085,2757,50.5,4.6,6125.91,2024
77327,270.67,13.8,75,DRV00133,93,1.5,2.6,181.87,2024
77328,2468.51,276.3,200,DRV00030,921,15.9,8.4,1992.2100000000003,2024
77329,5635.78,792.88,0,DRV00111,2298,38.8,8.1,4842.9,2024
77330,4517.81,524.7,75,DRV00110,1884,35.5,8.2,3918.1100000000006,2024
77331,1528.35,185.6,0,DRV00070,681,11.3,8.9,1342.75,2024
77332,1495.53,189.0,0,DRV00080,679,12.4,5.0,1306.53,2024
77333,2256.68,276.3,0,DRV00111,992,18.1,6.0,1980.3799999999999,2024
77334,2696.06,406.72,0,DRV00107,1328,23.0,6.1,2289.34,2024
77335,2162.34,276.3,0,DRV00132,904,17.3,2.8,1886.0400000000002,2024
77336,1740.43,209.79,150,DRV00033,832,16.3,6.8,1380.64,2024
77337,3346.37,376.0,200,DRV00047,1259,23.3,5.6,2770.37,2024
77338,2949.99,376.0,0,DRV00103,1165,20.7,4.2,2573.99,2024
77339,3573.79,460.0,200,DRV00044,1971,32.1,8.0,2913.79,2024
77340,2801.75,295.83,75,DRV00035,1675,26.2,11.4,2430.92,2024
77341,3692.02,454.74,0,DRV00113,1881,34.6,7.8,3237.2799999999997,2024
77342,2043.68,276.3,0,DRV00087,921,14.7,8.6,1767.38,2024
77343,2065.11,114.3,0,DRV00006,754,12.3,8.6,1950.8100000000002,2024
77344,1666.22,149.26,200,DRV00041,931,18.5,4.3,1316.96,2024
77345,2904.51,216.92,75,DRV00150,1301,20.1,11.8,2612.59,2024
77346,1599.57,209.79,150,DRV00060,790,12.2,8.1,1239.78,2024
77347,4290.64,564.72,75,DRV00089,2317,40.9,8.2,3650.92,2024
77349,1297.19,273.36,50,DRV00074,828,15.1,10.9,973.83,2024
77350,1363.36,189.0,50,DRV00087,697,11.1,10.4,1124.36,2024
77351,166.36,15.64,0,DRV00041,97,1.6,2.0,150.72000000000003,2024
77352,2000.69,344.12,100,DRV00083,1304,25.7,10.9,1556.5700000000002,2024
77353,1259.34,128.63,100,DRV00118,679,11.3,12.0,1030.71,2024
77354,1262.83,141.33,0,DRV00118,721,12.7,6.6,1121.5,2024
77355,1936.61,276.3,200,DRV00036,984,17.2,4.7,1460.31,2024
77356,5351.42,565.38,0,DRV00105,3223,50.2,8.2,4786.04,2024
77357,1225.55,141.33,0,DRV00035,708,12.1,8.8,1084.22,2024
77358,5311.29,565.38,150,DRV00053,3169,63.2,11.4,4595.91,2024
77359,5515.18,580.87,100,DRV00088,2048,34.6,7.1,4834.31,2024
77360,1971.5,276.3,100,DRV00113,915,14.2,8.9,1595.2,2024
77361,1235.95,170.88,50,DRV00023,759,13.8,8.0,1015.07,2024
77362,2449.21,276.3,75,DRV00095,981,15.9,10.8,2097.91,2024
77363,264.23,13.8,100,DRV00070,97,1.9,4.3,150.43,2024
77364,2130.97,249.44,200,DRV00141,1608,31.9,11.1,1681.5299999999997,2024
77365,3223.54,216.92,50,DRV00102,1315,20.6,11.2,2956.62,2024
77366,4846.64,580.87,75,DRV00074,2024,38.0,3.3,4190.77,2024
77367,4458.99,580.87,50,DRV00078,2118,38.8,2.8,3828.12,2024
77368,2639.84,228.76,150,DRV00098,1220,23.5,10.8,2261.08,2024
77369,3799.49,314.64,50,DRV00133,1412,23.3,9.0,3434.85,2024
77370,4300.78,451.8,0,DRV00017,2413,39.3,3.1,3848.9799999999996,2024
77371,4489.71,564.72,0,DRV00127,2140,40.9,7.1,3924.99,2024
77372,5359.74,565.38,200,DRV00017,3095,52.2,10.7,4594.36,2024
77373,1344.23,98.61,75,DRV00028,521,10.0,8.0,1170.6200000000001,2024
77374,3911.73,383.23,150,DRV00105,2177,40.9,9.0,3378.5,2024
77375,5463.62,580.87,50,DRV00109,2112,34.9,3.1,4832.75,2024
77376,1420.27,187.6,100,DRV00037,690,12.2,11.2,1132.67,2024
77377,2186.47,344.52,100,DRV00110,1106,18.5,11.3,1741.9499999999998,2024
77378,1382.73,137.31,200,DRV00055,629,12.2,9.8,1045.42,2024
77379,2977.04,255.36,200,DRV00113,1286,21.4,5.2,2521.68,2024
77380,165.37,15.64,200,DRV00147,97,1.6,10.0,-50.269999999999996,2024
77381,2905.42,228.76,75,DRV00029,1270,19.9,3.5,2601.66,2024
77382,1117.6,141.33,150,DRV00094,681,11.7,9.5,826.2699999999999,2024
77383,1517.69,170.88,0,DRV00059,707,12.7,11.2,1346.81,2024
77384,4014.37,309.24,0,DRV00141,1724,26.6,2.0,3705.13,2024
77385,6456.15,453.91,50,DRV00049,2412,45.7,3.1,5952.24,2024
77386,2065.53,344.52,75,DRV00078,1093,18.4,4.5,1646.0100000000002,2024
77387,1214.14,137.31,0,DRV00130,612,11.3,5.0,1076.8300000000002,2024
77388,3497.3,295.83,100,DRV00150,1584,24.8,7.3,3101.4700000000003,2024
77389,5842.6,580.87,0,DRV00083,2139,38.1,4.6,5261.7300000000005,2024
77390,4023.2,383.23,75,DRV00125,2012,39.3,10.6,3564.97,2024
77391,2245.07,384.2,100,DRV00090,1111,21.6,4.1,1760.8700000000001,2024
77392,1566.3,185.6,0,DRV00143,630,10.2,10.4,1380.7,2024
77393,2621.59,419.43,200,DRV00138,1343,20.8,5.9,2002.16,2024
77394,6794.11,463.93,0,DRV00130,2692,50.9,11.7,6330.179999999999,2024
77395,265.51,13.8,75,DRV00057,91,1.6,8.3,176.70999999999998,2024
77396,1153.14,98.61,50,DRV00122,538,10.1,5.9,1004.5300000000001,2024
77397,595.22,86.46,75,DRV00126,274,4.3,2.0,433.76000000000005,2024
77398,6490.43,814.37,150,DRV00099,2577,47.8,5.0,5526.06,2024
77399,3548.75,295.83,0,DRV00026,1630,31.4,8.2,3252.92,2024
77400,2954.17,295.83,200,DRV00141,1680,31.0,2.8,2458.34,2024
77401,4090.73,524.7,50,DRV00102,1828,29.2,8.7,3516.0299999999997,2024
77402,5322.72,590.24,0,DRV00050,2148,38.3,4.3,4732.4800000000005,2024
77403,2927.66,460.0,100,DRV00127,1822,32.2,11.0,2367.66,2024
77404,3145.84,295.83,50,DRV00150,1549,29.8,9.1,2800.01,2024
77405,150.35,15.64,150,DRV00098,98,1.8,4.2,-15.290000000000006,2024
77406,3491.89,314.64,150,DRV00025,1322,22.0,4.6,3027.25,2024
77407,4826.32,590.24,100,DRV00132,2082,39.1,7.9,4136.08,2024
77408,1718.91,144.0,0,DRV00069,707,12.6,10.4,1574.91,2024
77409,1561.16,185.6,150,DRV00060,649,12.5,10.4,1225.5600000000002,2024
77410,5345.86,580.87,75,DRV00003,2080,37.0,7.4,4689.99,2024
77411,3233.19,555.52,75,DRV00045,1949,30.8,10.7,2602.67,2024
77412,1176.71,170.88,75,DRV00037,757,12.9,6.9,930.83,2024
77413,989.16,76.16,75,DRV00144,477,9.1,5.2,838.0,2024
77414,5911.38,792.88,50,DRV00128,2305,40.9,5.1,5068.5,2024
77415,1257.0,189.0,150,DRV00132,694,13.6,8.0,918.0,2024
77416,1283.89,273.36,0,DRV00134,800,13.9,8.5,1010.5300000000001,2024
77417,725.65,86.46,0,DRV00065,272,4.2,9.0,639.1899999999999,2024
77418,3375.46,555.52,75,DRV00056,2025,40.4,5.1,2744.94,2024
77419,3272.78,314.64,100,DRV00036,1385,26.5,8.4,2858.1400000000003,2024
77420,1794.2,344.12,200,DRV00062,1303,24.2,4.6,1250.08,2024
77421,1854.15,209.79,150,DRV00127,823,12.9,5.2,1494.3600000000001,2024
77422,4295.12,309.24,0,DRV00080,1719,29.9,7.4,3985.88,2024
77423,3791.13,524.7,50,DRV00099,1832,31.6,10.3,3216.4300000000003,2024
77424,1424.58,187.6,100,DRV00037,656,12.6,7.5,1136.98,2024
77425,3605.53,524.7,0,DRV00063,1807,34.9,5.3,3080.83,2024
77426,6283.17,792.88,0,DRV00062,2306,42.1,2.5,5490.29,2024
77427,2532.65,249.44,75,DRV00059,1577,28.2,6.7,2208.21,2024
77428,3404.49,738.48,0,DRV00020,2186,37.6,4.2,2666.0099999999998,2024
77429,1887.45,114.3,150,DRV00134,795,13.0,5.6,1623.15,2024
77430,2095.3,114.3,0,DRV00109,776,13.5,8.0,1981.0000000000002,2024
77431,2149.94,114.3,50,DRV00121,747,13.0,2.4,1985.64,2024
77432,2282.32,276.3,200,DRV00038,957,19.1,7.7,1806.0200000000002,2024
77433,1576.27,189.0,100,DRV00044,714,11.5,6.0,1287.27,2024
77434,1253.67,170.88,0,DRV00085,744,12.8,11.7,1082.79,2024
77435,4175.86,504.32,100,DRV00104,1551,24.8,7.4,3571.5399999999995,2024
77436,1697.16,149.26,0,DRV00128,863,16.3,9.5,1547.9,2024
77437,4411.09,792.88,50,DRV00150,2322,44.2,10.3,3568.21,2024
77438,611.1,86.46,75,DRV00130,262,4.5,4.2,449.64000000000004,2024
77439,411.49,40.08,150,DRV00024,167,2.6,9.1,221.41000000000003,2024
77440,1604.5,153.34,0,DRV00006,724,13.8,5.1,1451.16,2024
77441,2675.29,295.83,0,DRV00104,1534,26.3,3.8,2379.46,2024
77442,3488.68,314.64,150,DRV00047,1299,20.1,11.3,3024.04,2024
77443,5825.85,580.87,150,DRV00088,1990,34.6,5.9,5094.9800000000005,2024
77444,5285.05,580.87,0,DRV00032,2004,32.7,11.7,4704.18,2024
77445,3394.55,555.52,0,DRV00134,2029,33.9,9.3,2839.03,2024
77446,1557.32,149.26,100,DRV00041,885,16.6,9.9,1308.06,2024
77447,2475.58,419.43,200,DRV00144,1269,22.6,10.0,1856.1499999999999,2024
77448,3068.13,460.0,0,DRV00011,1942,37.1,5.6,2608.13,2024
77449,3039.24,376.0,200,DRV00010,1267,24.5,5.0,2463.24,2024
77450,4622.7,708.51,50,DRV00025,2168,40.4,7.3,3864.1899999999996,2024
77451,3876.54,564.72,150,DRV00120,2172,34.1,11.5,3161.8199999999997,2024
77452,614.02,86.46,0,DRV00138,260,4.5,6.0,527.56,2024
77453,1390.68,187.6,200,DRV00113,677,13.4,2.6,1003.08,2024
77454,3921.9,454.74,0,DRV00049,1812,35.8,2.2,3467.16,2024
77455,1247.19,185.6,0,DRV00132,683,12.7,10.5,1061.5900000000001,2024
77456,1845.96,344.52,0,DRV00128,1028,18.0,9.1,1501.44,2024
77457,1454.59,170.88,150,DRV00112,758,12.8,9.5,1133.71,2024
77458,1450.88,189.0,100,DRV00105,702,11.4,6.8,1161.88,2024
77459,3486.99,460.0,150,DRV00037,1957,34.2,3.5,2876.99,2024
77460,7204.64,891.82,150,DRV00113,2731,47.7,6.2,6162.820000000001,2024
77461,614.33,86.46,0,DRV00102,277,4.9,2.6,527.87,2024
77462,401.07,40.08,75,DRV00001,178,2.9,10.2,285.99,2024
77463,5864.56,891.82,0,DRV00002,2766,54.3,4.1,4972.740000000001,2024
77464,1125.78,141.33,100,DRV00050,661,12.3,7.6,884.4499999999999,2024
77465,4769.21,454.74,150,DRV00019,1735,30.9,9.2,4164.47,2024
77466,2089.93,249.44,50,DRV00041,1544,25.9,6.1,1790.4899999999998,2024
77467,4091.3,383.23,0,DRV00070,2000,39.9,2.4,3708.07,2024
77468,5699.57,590.24,100,DRV00020,2122,38.8,8.9,5009.33,2024
77469,1175.1,98.61,0,DRV00056,551,9.7,5.4,1076.49,2024
77470,4659.59,451.8,75,DRV00099,2353,45.6,11.6,4132.79,2024
77471,3540.1,357.25,100,DRV00105,1469,24.1,7.6,3082.85,2024
77472,6462.11,472.14,150,DRV00105,2762,49.1,9.0,5839.969999999999,2024
77473,4787.89,309.24,50,DRV00065,1777,28.3,11.5,4428.650000000001,2024
77474,5608.52,472.14,0,DRV00146,2738,49.3,2.3,5136.38,2024
77475,2860.24,216.92,150,DRV00013,1256,20.8,2.2,2493.3199999999997,2024
77476,1333.26,98.61,0,DRV00117,537,9.0,6.1,1234.65,2024
77477,1129.9,161.53,0,DRV00044,565,9.9,11.8,968.3700000000001,2024
77478,5367.2,565.38,0,DRV00087,3313,59.3,9.9,4801.82,2024
77479,2112.46,276.3,0,DRV00077,949,14.9,2.2,1836.16,2024
77480,3260.04,555.52,50,DRV00002,1978,39.0,7.2,2654.52,2024
77481,2589.51,276.3,50,DRV00077,919,15.8,11.5,2263.21,2024
77482,2158.37,344.52,75,DRV00110,1050,18.8,3.6,1738.85,2024
77483,2923.06,419.43,150,DRV00080,1344,20.8,6.0,2353.63,2024
77484,4667.99,580.87,200,DRV00111,2051,34.2,8.2,3887.12,2024
77485,1595.78,149.26,75,DRV00080,904,17.8,2.8,1371.52,2024
77486,1530.65,187.6,200,DRV00015,708,11.9,8.5,1143.0500000000002,2024
77487,4308.83,309.24,150,DRV00017,1797,33.9,3.3,3849.59,2024
77488,4340.45,792.88,0,DRV00029,2475,43.7,9.4,3547.5699999999997,2024
77489,3674.85,309.24,75,DRV00105,1686,26.3,7.7,3290.6099999999997,2024
77490,965.24,131.28,0,DRV00075,587,11.4,6.3,833.96,2024
77491,2030.61,276.3,0,DRV00129,989,16.1,8.3,1754.31,2024
77492,1306.62,98.61,200,DRV00113,516,8.8,3.0,1008.0099999999999,2024
77493,1482.42,189.0,0,DRV00123,675,10.7,2.9,1293.42,2024
77494,4574.14,504.32,50,DRV00010,1569,29.4,4.3,4019.82,2024
77495,234.5,13.8,0,DRV00079,94,1.6,9.0,220.7,2024
77496,6221.06,463.93,0,DRV00141,2863,44.8,7.7,5757.13,2024
77497,1082.31,141.33,0,DRV00054,698,11.4,7.1,940.9799999999999,2024
77498,4013.37,314.64,50,DRV00053,1288,23.8,8.1,3648.73,2024
77499,1619.92,153.34,75,DRV00101,751,11.6,4.8,1391.5800000000002,2024
77500,6579.52,792.88,50,DRV00013,2513,39.9,10.2,5736.64,2024
77501,2653.57,419.43,200,DRV00084,1371,22.9,8.4,2034.14,2024
77502,169.27,15.64,0,DRV00023,93,1.6,8.8,153.63,2024
77503,1005.93,128.63,200,DRV00034,708,13.3,6.5,677.3,2024
77504,5555.91,565.38,50,DRV00050,3195,56.9,4.2,4940.53,2024
77505,1052.42,128.63,0,DRV00084,699,13.7,2.5,923.7900000000001,2024
77506,272.85,13.8,100,DRV00016,90,1.5,11.1,159.05,2024
77507,7650.32,814.37,100,DRV00004,2729,49.8,4.7,6735.95,2024
77508,2516.93,228.76,0,DRV00074,1233,20.0,4.2,2288.17,2024
77509,1549.69,187.6,200,DRV00141,710,13.8,7.7,1162.0900000000001,2024
77510,2058.51,344.52,100,DRV00061,1115,19.8,5.0,1613.9900000000002,2024
77511,3701.5,255.36,100,DRV00053,1249,22.5,10.1,3346.14,2024
77512,1022.5,76.16,75,DRV00051,480,8.5,2.7,871.34,2024
77513,237.91,13.8,200,DRV00100,93,1.7,9.2,24.109999999999996,2024
77514,5722.85,565.38,0,DRV00030,3180,54.6,11.6,5157.47,2024
77515,5723.03,499.18,0,DRV00143,2289,44.8,3.6,5223.849999999999,2024
77516,2721.8,406.72,75,DRV00087,1283,21.2,3.9,2240.08,2024
77517,2413.03,344.52,200,DRV00030,1122,20.8,7.3,1868.5100000000002,2024
77518,5918.96,891.82,0,DRV00113,2633,48.9,9.9,5027.14,2024
77519,2590.57,249.44,75,DRV00018,1563,26.5,9.4,2266.13,2024
77520,1549.08,137.31,150,DRV00126,607,10.5,8.8,1261.77,2024
77521,6143.99,814.37,100,DRV00054,2711,51.9,9.6,5229.62,2024
77522,5631.9,499.18,0,DRV00053,2393,37.2,7.7,5132.719999999999,2024
77523,1963.34,344.52,75,DRV00142,1114,20.7,11.4,1543.82,2024
77524,1455.01,153.34,200,DRV00029,727,13.5,11.0,1101.67,2024
77525,4278.76,564.72,0,DRV00147,2286,41.0,5.7,3714.04,2024
77526,1121.97,141.33,0,DRV00026,696,12.9,6.6,980.64,2024
77527,259.7,13.8,50,DRV00025,92,1.7,5.4,195.89999999999998,2024
77528,6011.95,814.37,100,DRV00085,2695,52.7,6.7,5097.58,2024
77529,2874.71,376.0,0,DRV00071,1158,22.0,8.3,2498.71,2024
77530,3237.03,376.0,100,DRV00097,1210,21.4,2.7,2761.03,2024
77531,2052.74,344.12,75,DRV00112,1242,23.2,10.9,1633.62,2024
77532,5260.08,565.38,0,DRV00144,3121,53.6,2.4,4694.7,2024
77533,2147.19,344.12,100,DRV00017,1305,22.3,10.1,1703.0700000000002,2024
77534,1276.03,137.31,150,DRV00017,587,9.9,11.0,988.72,2024
77535,4513.55,580.87,100,DRV00138,2087,41.4,9.5,3832.6800000000003,2024
77536,1073.42,76.16,200,DRV00088,507,8.5,2.5,797.2600000000001,2024
77537,2596.94,406.72,0,DRV00077,1287,23.1,7.1,2190.2200000000003,2024
77538,3845.81,504.32,0,DRV00010,1556,26.3,9.4,3341.49,2024
77539,2798.72,419.43,200,DRV00099,1310,20.9,2.0,2179.29,2024
77540,5976.43,472.14,0,DRV00002,2751,42.7,5.7,5504.29,2024
77541,2530.86,216.92,0,DRV00089,1332,22.4,10.5,2313.94,2024
77542,1456.9,137.31,0,DRV00145,634,10.5,3.4,1319.5900000000001,2024
77543,1993.73,344.52,50,DRV00077,1073,18.3,5.2,1599.21,2024
77544,3672.87,460.0,100,DRV00054,1927,36.4,7.9,3112.87,2024
77545,1747.81,114.3,75,DRV00089,767,13.2,10.8,1558.51,2024
77546,4200.54,454.74,150,DRV00057,1774,33.6,5.1,3595.8,2024
77547,3299.7,216.92,50,DRV00025,1362,21.1,9.7,3032.7799999999997,2024
77548,3582.53,555.52,200,DRV00148,2002,33.5,8.9,2827.01,2024
77549,5645.67,565.38,75,DRV00009,3117,54.4,3.2,5005.29,2024
77550,4190.68,451.8,75,DRV00090,2284,35.8,8.2,3663.88,2024
77551,5119.86,580.87,75,DRV00057,2006,31.5,9.8,4463.99,2024
77552,3293.49,555.52,150,DRV00125,2021,38.4,10.0,2587.97,2024
77553,252.93,13.8,50,DRV00030,91,1.7,5.6,189.13,2024
77554,3830.78,504.32,0,DRV00051,1655,29.9,6.5,3326.46,2024
77555,1249.2,189.0,0,DRV00041,664,13.2,2.9,1060.2,2024
77556,1459.09,273.36,150,DRV00089,850,15.1,10.6,1035.73,2024
77557,2159.44,344.52,0,DRV00133,1039,18.7,9.9,1814.92,2024
77558,729.11,86.46,0,DRV00114,269,4.1,6.1,642.65,2024
77560,1205.27,273.36,0,DRV00063,799,15.4,10.0,931.91,2024
77561,1400.28,153.34,150,DRV00058,726,13.2,5.8,1096.94,2024
77562,2642.1,376.0,200,DRV00019,1169,20.5,7.9,2066.1,2024
77563,883.14,131.28,100,DRV00148,571,10.4,3.3,651.86,2024
77564,2827.63,216.92,75,DRV00143,1327,25.9,5.9,2535.71,2024
77565,4866.01,708.51,150,DRV00143,2115,39.8,6.2,4007.5,2024
77566,148.6,15.64,100,DRV00001,98,1.6,7.0,32.959999999999994,2024
77567,3800.04,314.64,200,DRV00051,1396,25.8,11.9,3285.4,2024
77568,1393.43,189.0,50,DRV00053,717,12.5,7.8,1154.43,2024
77569,3434.89,314.64,50,DRV00034,1410,25.7,5.8,3070.25,2024
77570,6852.26,814.37,0,DRV00017,2797,44.0,9.3,6037.89,2024
77571,4940.95,580.87,75,DRV00128,2036,40.4,4.3,4285.08,2024
77572,5460.33,792.88,50,DRV00025,2485,39.4,7.7,4617.45,2024
77573,7489.12,463.93,0,DRV00118,2750,46.3,3.6,7025.19,2024
77574,6189.78,453.91,0,DRV00123,2475,38.3,7.6,5735.87,2024
77575,1132.39,98.61,0,DRV00003,557,9.4,4.0,1033.7800000000002,2024
77576,1664.02,209.79,0,DRV00084,818,15.5,6.8,1454.23,2024
77577,3175.85,216.92,0,DRV00025,1263,20.2,9.1,2958.93,2024
77578,2378.87,344.52,200,DRV00084,1106,17.7,2.2,1834.35,2024
77579,3399.78,295.83,200,DRV00130,1548,27.1,8.8,2903.9500000000003,2024
77581,4344.63,454.74,75,DRV00060,1813,32.2,5.0,3814.8900000000003,2024
77582,4453.83,504.32,0,DRV00050,1551,24.1,10.2,3949.5099999999998,2024
77583,3935.22,383.23,100,DRV00083,1992,33.0,10.8,3451.99,2024
77584,4118.77,537.81,150,DRV00117,2683,53.3,3.3,3430.9600000000005,2024
77585,7999.15,814.37,50,DRV00108,2627,42.8,7.6,7134.78,2024
77586,281.71,13.8,200,DRV00033,95,1.7,2.0,67.90999999999998,2024
77587,6941.97,453.91,0,DRV00123,2566,42.3,8.3,6488.06,2024
77588,3076.71,406.72,0,DRV00128,1273,22.8,9.2,2669.99,2024
77589,7764.77,814.37,100,DRV00097,2833,47.2,4.0,6850.400000000001,2024
77590,2694.7,406.72,0,DRV00044,1297,22.8,7.1,2287.9799999999996,2024
77591,961.55,76.16,150,DRV00022,478,8.9,6.3,735.39,2024
77592,5809.78,590.24,50,DRV00122,2205,43.7,8.7,5169.54,2024
77593,2535.05,216.92,0,DRV00102,1370,23.1,10.8,2318.13,2024
77594,996.61,131.28,50,DRV00125,557,10.4,9.3,815.33,2024
77595,1295.4,185.6,100,DRV00028,659,12.7,3.9,1009.8000000000001,2024
77596,3335.43,738.48,200,DRV00128,2198,34.9,4.2,2396.95,2024
77597,1738.29,149.26,0,DRV00077,900,15.2,8.6,1589.03,2024
77598,1976.08,144.0,75,DRV00084,753,13.5,4.8,1757.08,2024
77599,5337.45,792.88,0,DRV00005,2287,37.9,2.6,4544.57,2024
77600,3550.36,504.32,0,DRV00075,1570,25.2,4.5,3046.04,2024
77601,2832.32,228.76,0,DRV00113,1293,24.6,2.6,2603.5600000000004,2024
77602,4041.93,451.8,150,DRV00006,2302,39.4,6.2,3440.1299999999997,2024
77603,1050.05,161.53,150,DRV00122,560,9.7,9.5,738.52,2024
77604,1819.08,114.3,200,DRV00121,756,13.0,9.3,1504.78,2024
